track_name,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,cont_rating,prime_genre,lang.num,size_mb
Google Street View,0.0,1450,48,4.0,4.0,4+,Travel,32,91.4833984375
Wildlife Simulator: Shark,1.99,369,369,3.5,3.5,9+,Games,1,75.84375
Kingdom Rush Origins HD,4.99,6209,864,5.0,4.5,9+,Games,1,540.908203125
Kingdom Rush Origins,2.99,3898,796,5.0,5.0,9+,Games,1,265.125
Time tracker and Invoice - TimeTrack,2.99,169,5,4.5,5.0,4+,Business,9,50.31640625
ニート勇者３ -闇の側の者たち- 無料ロールプレイングゲームRPG,0.0,0,0,0.0,0.0,9+,Games,1,41.859375
Inbox by Gmail,0.0,21561,373,4.5,4.5,4+,Productivity,63,208.9716796875
Sir Match-a-Lot – Match 3 Puzzle Game,0.0,1546,116,4.5,4.5,9+,Games,10,119.39453125
Goblin Sword,1.99,1983,306,4.5,4.5,9+,Games,4,32.4638671875
Jurassic Life: Velociraptor Dinosaur Simulator,0.99,450,401,4.5,4.5,9+,Games,1,88.33203125
aa,0.0,158845,112,4.5,4.0,4+,Games,1,10.8125
Daddy Long Legs,0.0,76622,55,4.5,4.5,4+,Games,1,83.1357421875
Fragment's Note -After Stories-,2.99,0,0,0.0,0.0,4+,Games,1,543.4765625
Easy Lock Pro - Lock Screen Wallpaper,2.99,888,156,4.5,3.5,4+,Photo & Video,1,39.54296875
Monster Strike,0.0,1381,32,3.5,4.0,4+,Games,3,116.4736328125
StageCameraPro - Manners video and photo,1.99,0,0,0.0,0.0,4+,Photo & Video,2,3.4921875
vente-privee,0.0,0,0,0.0,0.0,12+,Shopping,6,98.96875
Ember,9.99,260,35,4.0,4.0,9+,Games,1,2666.8359375
快看漫画,0.0,1647,225,5.0,5.0,17+,Book,2,60.1376953125
小猿搜题-中小学拍照搜题作业帮手,0.0,31,0,4.5,0.0,4+,Education,1,73.8212890625
豆瓣,0.0,407,0,3.5,0.0,12+,Social Networking,2,104.482421875
Cycloramic for iPhone SE/5/5S,1.99,346,6,2.5,2.0,4+,Photo & Video,11,23.2236328125
Blaze and the Monster Machines - Racing Game HD,6.99,251,10,3.0,3.5,4+,Education,1,507.716796875
Blaze and the Monster Machines - Racing Game,3.99,56,1,2.5,3.0,4+,Education,1,508.029296875
Run!!!,0.0,7891,1134,4.5,4.5,4+,Games,1,71.9462890625
Video & TV Cast for Chromecast: Best Browser to cast and stream webvideos and local videos on TV & Displays,0.0,5676,4694,4.0,4.0,17+,Photo & Video,1,9.19921875
MLB Manager 2016,4.99,284,160,4.0,4.0,12+,Games,1,171.9482421875
Paper Girl - Morning Madness Adventures,0.0,274,33,3.5,3.0,4+,Games,11,89.9970703125
Star Walk for Kids: Learning Astronomy and Space,2.99,80,0,3.5,0.0,4+,Education,11,163.2119140625
Show My Homework,0.0,17,0,3.5,0.0,4+,Education,1,79.7509765625
The Ensign,0.99,968,177,4.5,4.5,12+,Games,1,14.9326171875
"Witches' Legacy: Hunter and the Hunted HD - Hidden Objects, Adventure & Magic (Full)",6.99,18,18,4.5,4.5,9+,Games,5,1537.4375
Fireboy & Watergirl 2 - The Forest Temple,0.99,56,56,2.0,2.0,4+,Games,1,49.453125
Wildlife Simulator: Crocodile,1.99,333,333,4.5,4.5,9+,Games,1,82.4765625
Swift Playgrounds,0.0,578,59,4.0,3.5,4+,Education,6,242.7001953125
Themeboard,0.0,704,87,3.0,2.5,4+,Utilities,1,49.98046875
Bruh-Button,0.0,17487,157,5.0,4.0,17+,Entertainment,1,49.9189453125
Ideas for Elves — The Elf on the Shelf®,0.0,333,49,4.5,4.5,4+,Entertainment,1,104.5244140625
Dr. Seuss Treasury — 50 best kids books,0.0,451,31,4.5,4.5,4+,Book,1,96.267578125
Digimon Heroes!,0.0,3144,65,4.5,4.5,9+,Games,1,168.4384765625
Last Voyage,1.99,805,163,4.0,4.5,4+,Games,1,303.765625
Homido 360 VR player,0.0,100,71,3.5,3.5,17+,Photo & Video,1,55.87890625
PDF Markup Ultimate - Annotate PDFs and Web Pages,9.99,541,21,4.5,4.5,17+,Productivity,13,103.1796875
Google Calendar – Make the most of every day,0.0,7656,12,4.0,4.0,4+,Productivity,33,141.6279296875
WWE 2K,7.99,1810,1112,4.0,4.0,12+,Games,7,1196.59375
My Talking Angela,0.0,54549,404,4.5,4.5,4+,Games,13,380.3095703125
Pyware 3D Viewer,2.99,10,2,3.5,4.5,4+,Music,1,79.05859375
My College Bookstore,0.0,225,2,2.5,3.0,4+,Shopping,1,8.51953125
Icewind Dale: Enhanced Edition,9.99,177,73,4.0,4.0,12+,Games,1,2216.16015625
Rival Stars Basketball,0.0,4383,105,4.5,4.5,4+,Games,24,107.11328125
Mail Master Pro by NetEase,1.99,36,1,4.0,5.0,4+,Productivity,3,113.0166015625
Leap of Fate,3.99,280,280,4.5,4.5,12+,Games,1,953.1005859375
Real Razor (Prank),0.0,220,25,3.0,2.5,4+,Entertainment,5,7.9365234375
Maps Pro For Minecraft PE,2.99,768,696,2.5,2.5,4+,Games,1,6.9921875
Plug & Play,2.99,238,166,4.0,4.0,9+,Games,1,259.859375
Yoga Break,2.99,45,14,4.5,4.5,4+,Health & Fitness,1,93.9775390625
Boom Boom Football,0.0,2048,878,4.0,4.0,9+,Games,1,165.28515625
ピタゴラパブロフ,0.0,0,0,0.0,0.0,4+,Games,1,177.2685546875
全民K歌,0.0,441,10,4.5,4.5,12+,Entertainment,3,113.6806640625
Close5 - Buy & Sell Stuff Locally,0.0,5010,60,4.0,4.0,17+,Shopping,1,59.966796875
The Voice Official App on NBC,0.0,3327,1355,4.5,4.5,4+,Entertainment,1,22.6552734375
The Maze Runner ™,0.0,3370,636,4.0,4.5,12+,Games,1,249.2734375
Webcams Viewer - Live Video Surveillance IP Cams,0.0,130,18,3.0,2.5,4+,Entertainment,1,13.2685546875
Banner Saga,9.99,1276,19,4.5,4.0,12+,Games,7,1936.494140625
Clicker Heroes,0.0,7495,435,4.5,4.5,9+,Games,11,86.0908203125
Nick Jr.,0.0,1541,16,3.5,3.5,4+,Education,1,81.3359375
SNKRS,0.0,12298,813,4.5,5.0,4+,Shopping,1,75.7392578125
Fullscreen,0.0,894,10,3.5,3.0,12+,Entertainment,1,103.3671875
Adobe Illustrator Draw,0.0,3215,100,4.5,4.5,4+,Productivity,18,102.828125
DRAGON QUEST,2.99,419,16,4.5,5.0,9+,Games,3,25.8740234375
Kanazawa Shogi 2,5.99,0,0,0.0,0.0,4+,Games,2,73.5537109375
百度外卖 -美食订餐品质生活，超市水果安全到家,0.0,148,1,4.0,2.0,4+,Food & Drink,2,62.5234375
"Official QR Code reader ""Q"" - QR app. -",0.0,0,0,0.0,0.0,17+,Productivity,12,65.818359375
Heroes and Castles 2,1.99,2027,172,4.5,4.5,12+,Games,1,730.544921875
1010!,0.0,53496,321,4.5,4.5,4+,Games,1,125.1689453125
Dawn of Titans,0.0,18735,46,4.5,4.5,9+,Games,16,1157.404296875
途牛旅游PRO-订机票酒店，查旅行景点门票,0.99,0,0,0.0,0.0,17+,Travel,1,152.181640625
StageCameraHD,0.0,0,0,0.0,0.0,4+,Photo & Video,2,7.396484375
Tiny Archers,0.0,568,13,4.0,3.5,12+,Games,1,159.974609375
Trebel Music - Unlimited Music Downloader,0.0,2570,305,4.5,4.5,12+,Music,2,51.763671875
Five Nights at Freddy's,2.99,27388,27388,4.5,4.5,12+,Games,1,47.6328125
Marco Polo Video Walkie Talkie,0.0,27662,381,4.5,4.5,4+,Social Networking,1,117.0087890625
Ticket Camp - フリマよりも安心で簡単なチケットアプリ,0.0,0,0,0.0,0.0,4+,Shopping,1,62.021484375
Wildlife Simulator: Bear,1.99,122,122,4.5,4.5,9+,Games,1,83.0
Fist of Fury,0.0,6813,102,4.5,4.5,9+,Games,1,43.7099609375
SimCity BuildIt,0.0,198338,2078,4.5,4.5,4+,Games,15,92.130859375
Suicaチャージ,0.0,3,3,2.0,2.0,4+,Finance,2,2.2265625
Just Dance Controller,0.0,440,33,2.5,2.5,4+,Games,15,175.326171875
家长通-一起作业旗下家长端的同步课堂点读机,0.0,15,0,4.5,0.0,17+,Education,2,77.4921875
TIDAL,0.0,7398,639,4.0,4.5,12+,Music,9,60.9228515625
Amazing Thief,0.0,21984,5528,4.0,4.0,4+,Games,14,16.6796875
Sleep Attack TD,2.99,45,5,4.0,5.0,4+,Games,1,641.46484375
The Complete Adventures of Pan (Books 1-7),27.99,649,39,4.5,4.5,4+,Book,1,2226.1142578125
One More Line,0.0,8392,778,4.5,4.5,4+,Games,1,122.00390625
Fatal,0.0,124,124,4.0,4.0,9+,Games,1,30.5341796875
Retouch Vogue - Facetune Wrinkles & Pimples Makeup,0.0,2235,220,4.5,4.0,4+,Photo & Video,30,23.98828125
Méditations avec Christophe André,4.99,0,0,0.0,0.0,4+,Health & Fitness,1,112.1796875
World of Dragons: Dragon Simulator,0.99,1138,1138,4.5,4.5,9+,Games,1,106.640625
Run Sackboy! Run!,0.0,2027,359,4.0,4.0,4+,Games,1,258.87890625
"RAMBOAT - Game of Shoot and Dash, Run and Jump !",0.0,1114,0,4.5,0.0,17+,Games,1,61.5966796875
Dolphin Simulator,0.99,388,388,4.0,4.0,9+,Games,1,99.83984375
Snake Simulator,0.99,859,812,4.5,4.5,9+,Games,1,68.06640625
Orca Simulator,0.99,397,397,4.5,4.5,9+,Games,1,140.44140625
mazec - 手書き日本語入力ソフト,8.99,5,0,3.5,0.0,4+,Utilities,2,49.482421875
Workflow: Powerful Automation Made Simple,0.0,1498,40,4.0,4.0,4+,Productivity,1,109.7255859375
Mia and me - Free the Unicorns!,2.99,45,42,4.0,4.0,4+,Games,1,584.67578125
Monster Mingle,2.99,17,2,4.5,4.5,4+,Education,1,294.7548828125
"RainbowKey - Color keyboard themes, fonts & GIF",0.0,23063,101,4.5,4.5,4+,Utilities,14,82.1650390625
Daisy Chain,0.99,0,0,0.0,0.0,4+,Games,1,248.0341796875
Project Life,2.99,666,3,4.5,5.0,4+,Photo & Video,24,173.56640625
Dr. Panda’s Swimming Pool,1.99,371,162,4.5,4.0,4+,Education,17,211.50390625
VOX: FLAC Music Player with MP3 & Equalizer,3.99,495,13,4.0,4.0,4+,Music,5,70.26171875
Sugar Smash: Book of Life,0.0,20254,71,5.0,4.5,4+,Games,16,122.6884765625
Swype,0.99,7216,383,3.0,2.0,4+,Utilities,22,38.1181640625
Procreate Pocket,2.99,337,55,4.0,4.0,4+,Entertainment,13,71.4404296875
Sunny ~ Calm wave & ocean sounds to Sleep Relax Meditate on the beach with rain and sea birds,1.99,1079,71,5.0,5.0,9+,Health & Fitness,2,82.533203125
Tobuscus Adventures: Wizards,4.99,6741,825,5.0,5.0,9+,Games,1,418.484375
Creema（クリーマ）- ハンドメイドマーケットプレイス,0.0,0,0,0.0,0.0,17+,Shopping,2,30.3779296875
Stormfall: Rise of Balur,0.0,3340,21,4.5,5.0,9+,Games,8,151.583984375
Pennies – Budget and Expense Tracker,3.99,736,63,4.5,5.0,4+,Finance,7,77.2197265625
Warmlight - Manual Camera & Photo Editor,4.99,643,50,4.0,4.5,4+,Photo & Video,16,54.9765625
讯飞输入法-智能语音输入和表情斗图神器,0.0,822,13,4.5,4.0,4+,Utilities,1,119.01953125
Geometry Wars 3: Dimensions Evolved,9.99,1122,280,4.5,4.5,4+,Games,5,114.4892578125
5miles: Buy and Sell Used Stuff Locally,0.0,16105,3420,4.5,4.5,4+,Shopping,8,51.55859375
My Movies Pro - Movie & TV Collection Library,7.99,1309,163,4.5,5.0,12+,Catalogs,13,90.8369140625
搜狗输入法-Sogou Keyboard,0.0,874,2,3.0,3.0,4+,Utilities,1,85.3212890625
Fingerprint Login: PassKey Password & Apps Lock,0.0,718,39,2.0,2.5,17+,Productivity,1,76.62890625
Runcast - Weather for Runners,0.99,11,3,3.5,3.0,4+,Weather,1,45.54296875
Afterpulse,0.0,9321,167,4.5,4.5,17+,Games,16,925.92578125
GIF Keyboard,0.0,5979,591,4.0,4.5,17+,Utilities,22,67.8935546875
Dr. Panda Mailman,3.99,942,10,4.5,3.5,4+,Education,18,161.9208984375
史上最强的大脑4-超级王者(时代永恒小强),0.0,24,0,4.5,0.0,4+,Games,2,49.7763671875
The Room Three,4.99,23878,21769,5.0,5.0,9+,Games,1,958.9775390625
Monster Mania,0.0,175,22,4.5,4.5,4+,Games,1,93.5458984375
Stick Hero,0.0,31727,6017,4.5,4.0,4+,Games,1,27.3515625
信用钱包官方版-用手机号就能贷款,0.0,0,0,0.0,0.0,17+,Finance,1,30.5546875
After School - Funny Anonymous School News,0.0,18482,1,4.0,5.0,17+,Social Networking,1,141.90625
"Money Pro - Personal Finance, Budget, Bills",2.99,754,168,4.5,5.0,4+,Finance,33,127.3681640625
Inside Out Thought Bubbles,0.0,21881,113,4.5,4.0,4+,Games,9,156.6396484375
Dubsmash,0.0,20243,44,4.5,4.0,12+,Entertainment,20,96.3955078125
DUAL!,0.0,2140,425,4.5,4.5,4+,Games,1,18.9404296875
EvoCreo - A Monster Capture RPG,0.99,242,17,4.0,4.0,9+,Games,1,132.263671875
Toby: The Secret Mine,4.99,12,3,3.5,3.5,12+,Games,1,174.5634765625
Cartoon Wars 3,0.0,979,27,4.0,4.5,12+,Games,3,117.951171875
Javelin Masters 2,0.0,2909,305,4.5,4.5,4+,Games,11,57.74609375
Photomath - Camera Calculator,0.0,16523,161,4.5,5.0,4+,Education,20,32.751953125
Toca Boo,2.99,431,82,4.0,4.0,4+,Education,18,206.033203125
"Mixels Rush - Use Mixes, Maxes and Murps to Outrun the Nixels",0.0,288,176,4.0,4.0,9+,Games,12,86.21875
Camp Pokémon,0.0,2125,480,4.0,4.0,4+,Entertainment,5,987.7900390625
The Survivor: Rusty Forest,0.99,1746,215,3.5,3.5,17+,Games,1,326.6240234375
マンガ図書館Z -人気漫画が読み放題！,0.0,9,1,5.0,5.0,17+,Book,1,73.904296875
ContactsXL 2016,0.99,61,1,2.5,1.0,4+,Productivity,6,4.3466796875
Odd Bot Out,3.99,157,157,4.5,4.5,4+,Games,1,12.0703125
Sago Mini Fairy Tales,2.99,94,14,4.0,4.0,4+,Education,1,179.228515625
Tiny Miners,0.0,2317,97,4.5,4.5,4+,Games,10,167.4716796875
Anatomy & Physiology: Body Structures and Function,34.99,49,14,4.5,4.0,12+,Medical,5,1677.2236328125
Doc McStuffins: Mobile Clinic Rescue,2.99,91,29,3.0,3.5,4+,Games,6,283.576171875
Baum,1.99,19,7,3.0,3.5,4+,Games,1,333.44921875
Fun Run 2 - Multiplayer Race,0.0,31981,276,4.5,4.5,9+,Games,1,120.73828125
Star Wars™: Galaxy of Heroes,0.0,122260,1944,4.5,4.5,9+,Games,15,114.205078125
Everpix HD Wallpapers - Cool Backgrounds & Themes,0.0,5521,24,4.5,5.0,4+,Entertainment,20,64.822265625
Kindergarten Sight Words : High Frequency Words to Increase English Reading Fluency,2.99,21,10,3.5,4.0,4+,Education,1,59.1162109375
Bean Dreams,0.99,1382,108,4.5,4.5,9+,Games,13,68.4248046875
Felt: Birthday & Greeting Cards & Thank You Card,0.0,1724,24,4.5,5.0,4+,Photo & Video,1,229.154296875
Craft The World - Pocket Edition,4.99,213,0,4.5,0.0,9+,Games,9,314.73046875
McDonald's,0.0,4050,49,2.0,2.5,4+,Food & Drink,2,193.078125
My PlayHome School,2.99,1286,43,4.5,4.5,4+,Entertainment,18,196.9921875
Wild Horse Simulator,0.99,961,961,4.0,4.0,9+,Games,1,75.0390625
Cheetah Simulator,0.99,976,940,4.5,4.5,9+,Games,1,101.6015625
Cycloramic for iPhone 6/6S (Not the 6+/6S+),1.99,168,15,2.5,2.5,4+,Photo & Video,11,30.8720703125
Space Age: A Cosmic Adventure,1.99,412,50,4.0,4.0,9+,Games,1,81.890625
WordBubbles!,0.0,62061,2363,4.5,4.5,4+,Games,1,76.009765625
Email - Fast & Secure mail for Gmail iCloud Yahoo,0.0,10778,683,4.5,4.5,4+,Productivity,1,136.314453125
flick（フリック）- みんなの顔文字キーボードから名前が変わりました,0.0,8,1,5.0,5.0,4+,Utilities,2,71.578125
N.O.V.A. 3: Freedom Edition - Near Orbit Vanguard Alliance game,0.0,25716,25716,4.5,4.5,17+,Games,12,1336.0703125
codeSpark Academy with The Foos - coding for kids,0.0,977,9,4.5,4.5,4+,Education,1,154.205078125
Oddworld: Stranger's Wrath,2.99,713,252,4.5,4.5,12+,Games,10,1135.1875
Radiation Island,2.99,5148,1465,4.5,4.0,12+,Games,10,1466.5009765625
Sentinels of the Multiverse,6.99,505,26,4.5,4.5,12+,Games,1,871.3662109375
单机三国志2-铜雀台资料片 天天都玩,0.0,21,6,4.5,4.5,12+,Games,2,314.611328125
CreamCam+ auto selfie enhancer,1.99,25,0,3.5,0.0,4+,Photo & Video,33,45.7265625
Neko Atsume: Kitty Collector,0.0,31219,249,4.5,4.5,4+,Games,2,42.1201171875
平安好医生-要健康上平安好医生,0.0,0,0,0.0,0.0,17+,Medical,1,115.134765625
Monster & Commander,0.0,1723,515,4.5,4.5,9+,Games,33,268.7900390625
My Little Pony: Trick or Treat,2.99,15,4,4.5,4.0,4+,Book,1,77.732421875
Crossy Road - Endless Arcade Hopper,0.0,669079,1087,4.5,4.5,9+,Games,13,157.8056640625
"ProShot - RAW, DSLR Controls & Video",3.99,893,19,4.5,4.0,4+,Photo & Video,11,5.6240234375
DaWanda - The marketplace for unique products,0.0,0,0,0.0,0.0,4+,Shopping,6,49.0244140625
Fragment's Note Memories -Fragment's Note公式資料集アプリ-,4.99,0,0,0.0,0.0,17+,Book,1,488.203125
Cesium Music Player,1.99,536,24,4.5,4.0,4+,Music,10,5.611328125
Highrise - Your Avatar Community,0.0,2011,15,4.0,4.5,12+,Social Networking,15,111.083984375
Google Classroom,0.0,5942,25,4.0,4.5,4+,Education,33,137.08984375
Acapella from PicPlayPost,0.0,2487,23,4.0,4.0,12+,Music,11,128.6708984375
Pixelmator,4.99,1029,156,4.0,4.0,4+,Photo & Video,11,126.5634765625
The Swords,1.99,38,2,4.0,3.5,12+,Games,4,45.8564453125
Aeris Pulse Weather,0.99,81,7,4.0,5.0,4+,Weather,1,29.46484375
GoldieBlox and the Movie Machine,0.0,1000,11,4.0,4.0,4+,Education,1,89.2451171875
DuckTales: Remastered,4.99,165,99,4.0,3.5,4+,Games,11,1020.8359375
戦国乙女〜剣戟に舞う白き剣聖〜西国参戦編,11.99,0,0,0.0,0.0,17+,Games,2,1276.6953125
JCPenney,0.0,1661,82,3.5,4.0,4+,Shopping,1,108.0341796875
Papa's Pizzeria To Go!,0.99,118,8,4.5,5.0,4+,Games,1,57.2744140625
Train Drive ATS 2,6.99,73,5,4.5,4.5,4+,Games,10,140.7177734375
Haunted Manor 2 - The Horror behind the Mystery - FULL (Christmas Edition),2.99,248,104,4.5,4.5,12+,Games,1,299.10546875
Electric Screen Socket Prank,0.0,1469,220,3.5,3.5,12+,Entertainment,2,20.3095703125
Atom – Movie Tickets and Showtimes,0.0,4105,2831,5.0,5.0,4+,Entertainment,1,97.40625
Ohajiki Web Browser,2.99,9,0,4.5,0.0,17+,Health & Fitness,2,42.9560546875
myHAC - Home Access Center,2.99,88,4,2.5,2.5,4+,Education,1,12.8232421875
モンスト マルチ掲示板 運極 ＆ ガチャ予報 & 攻略情報 for モンスターストライク,0.0,0,0,0.0,0.0,4+,Games,13,8.2080078125
Elf Pets® Virtual Reindeer – The Elf on the Shelf®,0.99,271,60,4.5,5.0,4+,Games,1,358.607421875
GraphModeling,0.99,26,26,4.5,4.5,4+,Education,1,0.5625
AdVenture Capitalist,0.0,181359,11269,4.5,5.0,4+,Games,1,278.7490234375
MONOPOLY Bingo!,0.0,21025,24,4.5,2.5,12+,Games,1,241.39453125
Football Heroes PRO 2016,0.0,3018,665,4.0,4.0,9+,Games,1,134.79296875
Fear For Sale: Nightmare Cinema HD - A Mystery Hidden Object Game (Full),6.99,8,8,4.0,4.0,4+,Games,5,1594.57421875
Fear For Sale: Nightmare Cinema - A Mystery Hidden Object Game (Full),2.99,1,1,4.0,4.0,4+,Games,5,1593.93359375
Pro HDR X,1.99,345,321,3.5,3.5,4+,Photo & Video,1,1.86328125
MeiCam -  Video Production Master,0.0,0,0,0.0,0.0,4+,Photo & Video,2,127.4912109375
Halloween Face Paint Spa - Kids Makeup Salon Games,0.0,113,3,3.0,2.5,4+,Games,25,99.2294921875
"GameDay Pro Football Radio - Live Games, Scores, Highlights, News, Stats, and Schedules",1.99,113,52,5.0,5.0,4+,Sports,1,17.91796875
Labo Halloween Car(4+),1.99,0,0,0.0,0.0,4+,Games,9,59.8720703125
Clockmaker – Mystery Match3 Puzzle,0.0,5246,466,4.5,4.5,4+,Games,8,137.1943359375
Jump on piano stack,0.0,1750,177,4.0,4.0,4+,Games,27,17.5244140625
Dumb Ways to Die 2: The Games,0.0,11295,270,4.0,4.0,12+,Games,16,99.451171875
Enlight,3.99,4915,337,4.5,4.5,4+,Photo & Video,13,121.955078125
Scary Doll,3.99,18,18,2.0,2.0,12+,Games,1,15.71484375
PES CLUB MANAGER,0.0,3216,9,4.5,4.5,4+,Games,15,1199.63671875
DingTalk,0.0,40,0,4.0,0.0,4+,Business,3,156.8876953125
"Bumble – Find a Date, Meet Friends & Network",0.0,10109,66,3.5,4.0,17+,Lifestyle,16,87.603515625
Sandstorm: Pirate Wars,0.0,4518,409,4.5,4.5,9+,Games,5,495.1650390625
Sniper 3D Assassin: Shoot to Kill Gun Game,0.0,386521,10332,5.0,5.0,17+,Games,9,150.5390625
优信二手车-二手车买车卖车评估交易平台,0.0,6,0,5.0,0.0,9+,Lifestyle,8,68.357421875
The Clymb — Gear Deals,0.0,104,30,3.0,1.5,4+,Shopping,1,7.6630859375
Haunt the House: Terrortown,1.99,1698,151,4.5,4.5,9+,Games,1,183.3935546875
Smash Monsters - City Rampage,0.0,7084,8,4.5,4.5,9+,Games,7,106.7548828125
ProTube for YouTube,3.99,1082,63,3.5,3.5,17+,Entertainment,2,27.1962890625
幻獣契約クリプトラクト,0.0,33,0,4.0,0.0,9+,Games,1,92.7197265625
KORG Module,39.99,201,58,4.0,4.0,4+,Music,5,1321.3076171875
Train Conductor World,0.0,1238,6,4.5,5.0,4+,Games,7,151.2919921875
"Todo Number Matrix: Brain teasers, logic puzzles, and mathematical reasoning for kids",0.99,15,5,4.5,4.0,4+,Education,8,39.640625
Piloteer,2.99,1059,23,3.5,4.0,9+,Games,1,263.56640625
Stickman Ice Hockey,0.0,676,390,4.0,4.0,4+,Games,1,48.771484375
诸神战纪竞技场：超神大冒险(无尽关 排行榜 动作类横版过关游戏),0.0,0,0,0.0,0.0,9+,Games,0,54.447265625
Give It Up!,0.99,2560,1,4.0,5.0,4+,Games,6,130.79296875
TruckSimulation 16,0.99,113,78,4.5,4.5,4+,Games,17,1396.8056640625
Dog Simulator 2015,0.0,29817,6173,4.5,4.5,4+,Games,11,186.19140625
Crazy Eye Clinic - Doctor X Adventures,0.0,101,27,3.0,2.5,12+,Games,12,79.0
DC Legends,0.0,16460,276,4.5,4.0,9+,Games,10,258.958984375
Target Acquired,0.0,50,50,3.5,3.5,9+,Games,1,209.2177734375
多盈理财-正规手机投资金融理财产品,0.0,0,0,0.0,0.0,17+,Finance,1,26.154296875
Shadowrocket,2.99,104,3,4.0,3.0,17+,Utilities,3,19.2041015625
Real Boxing 2 ROCKY,0.0,6263,277,4.5,4.5,12+,Games,11,635.2587890625
NOGGIN - Preschool Shows & Educational Kids Videos,0.0,782,8,3.5,4.5,4+,Education,1,70.0947265625
桃太郎の　はなし　は終わっていない #泣ける昔話ノベルゲーム,0.0,0,0,0.0,0.0,9+,Games,1,37.830078125
Akinator the Genie FREE,0.0,2154,1269,4.0,4.0,12+,Entertainment,14,111.7939453125
Astrå,0.99,42,2,4.0,2.0,4+,Games,1,205.6708984375
Zodiac: Orcanon Odyssey,4.99,184,38,3.0,3.0,12+,Games,1,1362.8671875
"Don't Die, Mr. Robot!",0.99,7,7,4.5,4.5,4+,Games,1,54.7578125
The Trace: Murder Mystery Game - Analyze evidence and solve the criminal case,3.99,2570,1251,4.0,4.5,12+,Games,1,265.1953125
Flewn,2.99,66,62,4.5,4.5,4+,Book,1,509.54296875
The World II Hunting BOSS,0.99,141,84,4.5,4.5,9+,Games,3,513.453125
Griffin Simulator,0.99,417,417,4.0,4.0,9+,Games,1,100.37890625
StickyBalls Deluxe - Addicting Fall Down Game,0.0,7002,4,4.5,5.0,4+,Games,1,141.7275390625
年賀状2018｜おしゃれなスマホで写真年賀状2018,0.0,0,0,0.0,0.0,4+,Photo & Video,2,73.2568359375
A Call From Santa! Voicemail & Text Messages,0.0,3823,451,4.5,4.5,4+,Entertainment,2,61.8583984375
Yurei Ninja,0.0,205,6,4.0,3.5,9+,Games,1,179.09765625
Foot Locker,0.0,2477,467,4.5,5.0,4+,Shopping,1,82.9697265625
Weirdwood Manor,0.0,197,5,4.5,5.0,4+,Book,1,326.962890625
Adventure Time Game Wizard - Draw Your Own Adventure Time Games,4.99,848,203,4.0,4.0,9+,Games,11,1161.78515625
Astropad Standard,29.99,1439,21,4.5,4.5,4+,Productivity,2,24.7431640625
PAW Patrol Draw & Play HD,3.99,44,22,3.5,3.5,4+,Education,1,531.203125
Mobile Strike,0.0,24935,265,3.5,3.5,12+,Games,29,244.3349609375
TodayAir,0.0,0,0,0.0,0.0,4+,Weather,7,28.64453125
"Papers, Please",7.99,970,89,5.0,5.0,17+,Games,8,48.80859375
Heroes of Normandie,14.99,53,0,3.5,0.0,12+,Games,1,1417.7783203125
Sync Solver for Fitbit,2.99,859,52,4.0,3.0,4+,Health & Fitness,1,13.908203125
MUSYNX,0.99,197,14,5.0,5.0,4+,Games,4,1215.212890625
Clipstro Golf - Swing trajectory visualization,3.99,5,1,3.5,3.0,4+,Sports,12,17.3525390625
Polar Bear Simulator,0.99,293,293,4.5,4.5,9+,Games,1,111.09375
オオカミ姫 [ みんなで協力！ターン制ギルドバトルRPG ],0.0,0,0,0.0,0.0,12+,Games,1,148.169921875
infltr - Infinite Filters,1.99,32,0,2.5,0.0,4+,Photo & Video,22,126.169921875
Roller Coaster VR,0.0,128,0,3.5,0.0,4+,Games,1,440.818359375
Duet Display,9.99,6165,25,4.5,4.0,4+,Productivity,15,28.9208984375
Boulder Dash® 30th Anniversary™ Premium,4.99,11,7,5.0,5.0,9+,Games,1,76.1015625
Simple Machines by Tinybop,2.99,96,11,3.5,4.0,4+,Education,58,441.9248046875
The Robot Factory by Tinybop,0.0,335,21,4.0,4.0,4+,Education,58,284.310546875
YouTube Kids,0.0,28560,125,4.5,4.5,4+,Entertainment,34,113.712890625
The Survival Games 2 : Mini Game With Worldwide Multiplayer,0.99,514,84,3.5,4.0,12+,Games,1,237.0
YeahKeys - Customize your keyboard,2.99,255,12,2.0,1.5,12+,Utilities,1,19.376953125
Pulling USA,1.99,208,79,4.0,4.0,4+,Games,1,165.4921875
WonderCat Adventures,2.99,93,53,4.0,4.0,4+,Games,0,71.41015625
Christmas Sweeper 2,0.0,1200,32,4.5,4.5,4+,Games,1,71.3271484375
Pic-it Collage - Photo Collage Maker and Editor,0.0,415,72,4.5,4.5,4+,Photo & Video,26,34.5078125
シンデレラブレイド2,12.99,0,0,0.0,0.0,17+,Games,1,2807.1875
Cloud Video Player Pro - Play Videos from Cloud,2.99,602,70,3.5,4.0,17+,Photo & Video,54,49.990234375
Angry Birds POP! - Bubble Shooter,0.0,35711,249,4.5,4.5,4+,Games,12,141.744140625
Survivors: the Quest®,0.0,24547,2262,4.0,4.0,9+,Games,11,98.0498046875
Ref Guide for Essential Oils,6.99,151,28,4.0,4.5,12+,Health & Fitness,1,36.537109375
Big Win Football 2016,0.0,4035,401,4.0,4.0,12+,Games,1,76.203125
